,New_ID,genre_ids,ID_Filme,original_language,popularity,release_date,title,vote_count,ano,imdb_id,revenue,runtime,actors_popularity,directors_popularity,type,contentRating,imDbRating,metacriticRating,awards
12733531,8203,"[10751, 14, 878, 16]",15139,en,15.669,1994-11-23,The Pagemaster,623,1994,tt0110763,13670688.0,80.0,129.0,,Movie,G,6.1,,"Awards, 5 nominations"
12733575,8204,[35],12778,en,10.01,1994-03-04,Greedy,199,1994,tt0109936,13145977.0,113.0,174.0,,Movie,PG-13,6.3,,
12733619,8205,"[10751, 12, 28, 35]",18885,en,11.904,1994-05-06,3 Ninjas Kick Back,230,1994,tt0109015,11798854.0,93.0,53.0,,Movie,PG,4.5,39,"Awards, 3 nominations"
12733715,8206,"[28, 35]",12207,cn,23.294,1994-02-03,The Legend of Drunken Master,725,1994,tt0111512,11555430.0,102.0,105.0,,Movie,R,7.6,74,3 wins & 1 nomination
12733733,8207,"[35, 80, 18]",10872,en,8.372,1994-03-09,The Ref,254,1994,tt0110955,11439193.0,97.0,125.0,,Movie,R,6.9,,1 win & 1 nomination
12733761,8208,"[16, 18, 10751, 14]",28032,en,17.206,1994-03-29,Thumbelina,396,1994,tt0111419,11373501.0,87.0,83.0,,Movie,G,6.4,,1 nomination
12733783,8209,"[18, 35]",3586,en,11.441,1994-12-23,Ready to Wear,154,1994,tt0110907,11300653.0,133.0,284.0,,Movie,R,5.1,48,Awards3 wins & 3 nominations
12733834,8210,"[18, 35]",2759,en,10.288,1994-05-31,"The Adventures of Priscilla, Queen of the Desert",586,1994,tt0109045,11224491.0,104.0,54.0,,Movie,R,7.5,70,Won 1 Oscar13 wins & 19 nominations total
12733850,8211,"[10751, 12]",29918,en,10.191,1994-07-22,Lassie,163,1994,tt0110305,9979683.0,94.0,56.0,,Movie,PG,5.9,,1 win & 1 nomination
12733872,8212,"[16, 14, 28, 10749, 35]",30575,ja,13.465,1994-12-04,Sailor Moon S the Movie: Hearts in Ice,78,1994,tt0109277,9940717.0,60.0,65.0,,Movie,TV-14,7.7,,
12733892,8213,"[10751, 16, 14, 12, 35]",22586,en,17.843,1994-11-18,The Swan Princess,798,1994,tt0111333,9771658.0,89.0,45.0,,Movie,G,6.4,,"Awards, 1 win & 8 nominations"
12733972,8214,"[35, 18, 10749]",83714,en,5.339,1994-03-04,Angie,23,1994,tt0109129,9398308.0,107.0,133.0,,Movie,R,5.5,,1 nomination.
12734031,8215,"[35, 18, 10749]",59930,en,3.499,1994-04-22,The Inkwell,10,1994,tt0110137,8880705.0,110.0,59.0,,Movie,R,6.5,,
12734042,8216,"[27, 878, 53]",25557,en,9.213,1994-10-21,The Puppet Masters,131,1994,tt0111003,8638072.0,109.0,105.0,,Movie,R,5.9,,2 nominations
12734060,8217,"[12, 35, 28, 80]",10694,en,13.227,1994-03-04,The Chase,270,1994,tt0109402,8009329.0,89.0,117.0,,Movie,PG-13,5.8,,
12734079,8218,[99],14275,en,8.238,1994-09-12,Hoop Dreams,233,1994,tt0110057,7830611.0,174.0,2.0,6.0,Movie,PG-13,8.3,98,"Nominated for 1 Oscar, 22 wins & 9 nominations total"
12734093,8219,"[35, 80, 53]",11592,en,11.223,1994-04-13,Serial Mom,501,1994,tt0111127,7820688.0,94.0,95.0,3.0,Movie,18,6.8,64,1 nomination
12734159,8220,"[35, 18]",12519,en,8.669,1994-03-04,Sirens,102,1994,tt0111201,7770731.0,98.0,89.0,1.0,Movie,R,5.9,64,1 win & 4 nominations
12734180,8221,[28],17585,en,8.728,1994-04-15,Surviving the Game,130,1994,tt0111323,7690013.0,96.0,96.0,,Movie,R,6.2,41,"Awards, 1 nomination"
12734212,8222,[35],2778,en,5.412,1994-04-01,Clifford,71,1994,tt0109447,7411659.0,89.0,83.0,0.0,Movie,PG,5.5,,
12734265,8223,"[35, 53, 9648]",18658,en,4.658,1994-05-06,Clean Slate,50,1994,tt0109443,7355425.0,107.0,149.0,,Movie,PG-13,5.7,,
12734301,8224,"[35, 18, 10749]",10451,zh,12.61,1994-01-28,Eat Drink Man Woman,223,1994,tt0111797,7294403.0,123.0,23.0,,Movie,Not Rated,7.8,,Nominated for 1 Oscar7 wins & 16 nominations total
12734316,8225,"[35, 80, 53]",18395,en,9.061,1994-10-14,Exit to Eden,70,1994,tt0109758,6841570.0,113.0,132.0,,Movie,R,4.2,,"Awards, 1 win & 4 nominations"
12734384,8226,"[35, 18, 36]",522,en,14.216,1994-09-27,Ed Wood,1842,1994,tt0109707,5887457.0,127.0,294.0,1.0,Movie,R,7.8,70,Won 2 Oscars27 wins & 34 nominations total
12734454,8227,"[28, 35]",23719,en,6.77,1994-12-02,Trapped in Paradise,173,1994,tt0111477,5777916.0,111.0,107.0,,Movie,PG-13,5.9,31,
12734508,8228,"[35, 80, 10402]",13595,en,15.139,1994-08-05,Airheads,551,1994,tt0109068,5751882.0,92.0,166.0,11.0,Movie,PG-13,6.1,46,
12734596,8229,"[35, 28]",216682,cn,1.6059999999999999,1994-01-13,The Kung Fu Scholar,4,1994,tt0107460,5000000.0,94.0,54.0,,Movie,,5.9,,
12734603,8230,[35],159479,ru,2.547,1994-05-01,"Ryaba, My Chicken",10,1994,tt0110289,4635143.0,117.0,5.0,2.0,Movie,,6.5,,1 win & 3 nominations.
12734617,8231,[27],14237,en,9.693,1994-04-22,Brainscan,176,1994,tt0109327,4352094.0,96.0,50.0,,Movie,R,6,,"Awards, 1 nomination"
12734657,8232,[35],14425,en,8.755,1994-04-29,PCU,94,1994,tt0110759,4350774.0,79.0,104.0,1.0,Movie,PG-13,6.5,42,
12734731,8233,"[18, 9648]",20156,en,9.904,1994-11-30,Exotica,210,1994,tt0109759,4221036.0,104.0,73.0,,Movie,R,7,71,"Awards, 16 wins & 12 nominations"
12734759,8234,[18],60985,es,5.786,1994-11-18,Turkish Passion,33,1994,tt0110785,3777141.0,112.0,13.0,2.0,Movie,,5.3,,8 wins & 12 nominations
12734784,8235,"[35, 14, 12]",26391,en,5.135,1994-01-07,Cabin Boy,74,1994,tt0109361,3662459.0,80.0,82.0,,Movie,PG-13,5.3,21,2 nominations
12734797,8236,[18],7462,de,0.6000000000000001,1994-07-14,Einfach nur Liebe,0,1994,tt0109713,3500000.0,94.0,25.0,,Movie,,6.7,,
12734809,8237,[12],65158,en,5.511,1994-10-28,Squanto: A Warrior's Tale,30,1994,tt0111271,3337685.0,102.0,103.0,,Movie,PG,6.1,,
12734842,8238,"[18, 53, 9648]",39473,en,3.6550000000000002,1994-10-28,Silent Fall,52,1994,tt0111187,3180674.0,101.0,61.0,,Movie,R,5.9,,1 nomination
12734857,8239,[99],26564,en,7.148,1994-09-10,Crumb,184,1994,tt0109508,3174695.0,119.0,1.0,,Movie,R,8,93,17 wins & 6 nominations
12734863,8240,[35],2292,en,10.828,1994-09-13,Clerks,1955,1994,tt0109445,3151130.0,92.0,16.0,6.0,Movie,R,7.7,70,6 wins & 10 nominations
12734881,8241,"[35, 10749]",50463,en,2.946,1994-04-29,The Favor,32,1994,tt0109783,3134081.0,97.0,153.0,,Movie,R,5.3,51,
12734894,8242,"[18, 14]",1024,en,18.746,1994-09-12,Heavenly Creatures,703,1994,tt0110005,3049135.0,109.0,53.0,9.0,Movie,R,7.3,86,Nominated for 1 Oscar17 wins & 15 nominations total
12734931,8243,"[9648, 53]",26337,en,8.314,1994-03-04,China Moon,78,1994,tt0109417,3038499.0,99.0,75.0,,Movie,R,6.3,,
12734949,8244,"[35, 18, 36, 9648]",37345,en,3.694,1994-09-16,Princess Caraboo,16,1994,tt0110892,3021629.0,97.0,124.0,,Movie,PG,6,,
12734986,8245,"[35, 18]",11934,en,11.589,1994-03-11,The Hudsucker Proxy,797,1994,tt0110074,2800000.0,111.0,192.0,14.0,Movie,PG,7.2,53,3 wins & 4 nominations
12735013,8246,[18],50797,ru,7.213,1994-05-01,Burnt by the Sun,123,1994,tt0111579,2616503.0,135.0,27.0,2.0,Movie,R,7.9,,Won 1 Oscar5 wins & 10 nominations total
12735032,8247,"[28, 12, 35]",2436,en,10.361,1994-11-04,Double Dragon,244,1994,tt0106761,2341309.0,89.0,159.0,,Movie,PG-13,3.9,,
12735056,8248,"[35, 27]",18009,en,83.328,1994-04-07,Leprechaun 2,222,1994,tt0110329,2260622.0,85.0,42.0,,Movie,R,4.6,,"Awards, 1 win"
12735084,8249,"[18, 53]",114218,es,2.61,1994-10-06,Running Out of Time,26,1994,tt0109699,1948595.0,93.0,43.0,,Movie,,6.6,,26 wins & 17 nominations
12735101,8250,[28],17809,zh,17.881,1994-12-22,Fist of Legend,395,1994,tt0110200,1907743.0,103.0,77.0,,Movie,R,7.5,,"Awards, 2 nominations"
12735131,8251,"[35, 18, 10749]",48992,en,2.801,1994-10-14,I Like It Like That,13,1994,tt0110091,1777020.0,104.0,45.0,,Movie,R,6.9,,1 win & 5 nominations.
12735141,8252,"[28, 80, 18]",34746,en,7.611,1994-01-14,Death Wish V: The Face of Death,191,1994,tt0109578,1702394.0,95.0,72.0,,Movie,R,4.9,25,
12735166,8253,"[18, 80]",242031,th,1.021,1994-12-31,Daughter,2,1994,tt0287401,1672563.0,110.0,8.0,,Movie,,7.0,,1 win.
12735184,8254,[18],527,en,10.591,1994-09-02,Once Were Warriors,294,1994,tt0110729,1608570.0,99.0,41.0,,Movie,R,7.9,77,22 wins & 7 nominations
12735200,8255,"[35, 10749]",24405,en,9.085,1994-04-22,Chasers,107,1994,tt0109403,1596687.0,102.0,135.0,,Movie,R,5.1,44,
12735230,8256,"[28, 27, 878, 53]",1702,en,6.349,1994-12-23,Death Machine,84,1994,tt0109575,1422749.0,117.0,63.0,,Movie,R,5.7,,1 win & 2 nominations
12735244,8257,"[878, 53]",320980,ja,0.84,1994-11-03,Night Head,0,1994,tt0113980,1301462.0,107.0,20.0,,Movie,,6.2,,
12735257,8258,"[28, 35]",31395,en,2.9530000000000003,1994-01-28,"Car 54, Where Are You?",19,1994,tt0109376,1238080.0,89.0,61.0,,Movie,PG-13,2.5,,2 wins & 2 nominations.
12735270,8259,[35],124029,en,1.32,1994-05-15,A Million to Juan,5,1994,tt0110518,1221832.0,97.0,66.0,,Movie,PG,5.6,,
12735307,8260,"[35, 10749]",115485,es,1.454,1994-10-14,Todo es mentira,9,1994,tt0111449,1085570.0,99.0,45.0,0.0,Movie,,6.5,,2 wins & 3 nominations
12735326,8261,[18],29973,en,5.639,1994-12-02,Cobb,67,1994,tt0109450,1007583.0,128.0,72.0,,Movie,R,6.4,66,1 nomination
12735341,8262,"[18, 10749]",26933,fr,6.963,1994-06-01,Wild Reeds,87,1994,tt0111019,807775.0,115.0,13.0,1.0,Movie,Not Rated,7.3,81,"Awards, 9 wins & 7 nominations"
12735361,8263,"[18, 10752]",19155,mk,7.908,1994-06-09,Before the Rain,114,1994,tt0110882,763847.0,113.0,29.0,,Movie,Not Rated,7.9,,"Nominated for 1 Oscar, 30 wins & 5 nominations total"
12735413,8264,"[35, 10749, 18]",60855,en,3.544,1994-09-07,Double Happiness,11,1994,tt0109655,759393.0,87.0,23.0,,Movie,PG-13,7,,6 wins & 6 nominations
12735419,8265,"[28, 80, 18]",345984,hi,0.6000000000000001,1994-03-11,Insaniyat,1,1994,tt0110140,747146.0,169.0,17.0,,Movie,,3,,
12735429,8266,"[35, 80]",2348,en,6.603,1994-04-08,Holy Matrimony,38,1994,tt0110044,616938.0,93.0,83.0,,Movie,PG-13,5.1,,
12735440,8267,"[99, 10402]",124472,en,1.35,1994-09-27,A Great Day in Harlem,6,1994,tt0109934,527034.0,60.0,1.0,,Movie,Not Rated,7.4,,Nominated for 1 Oscar1 win & 2 nominations total
12735444,8268,"[35, 27]",274082,en,1.4,1994-01-01,Spike of Love,1,1994,tt0111262,500000.0,83.0,10.0,,Movie,,5.5,,
12735453,8269,[18],49805,en,2.887,1994-06-08,The Browning Version,31,1994,tt0109340,487391.0,97.0,99.0,,Movie,R,7.2,,"Nominated for 1 BAFTA Award, 1 win & 3 nominations total"
12735501,8270,"[35, 18, 80]",115605,es,0.8,1994-11-24,"Justino, un asesino de la tercera edad",7,1994,tt0110221,459862.0,96.0,6.0,,Movie,,6.6,,8 wins & 2 nominations
12735532,8271,"[28, 12, 878]",50767,en,3.258,1994-01-07,American Cyborg: Steel Warrior,26,1994,tt0109098,447784.0,94.0,14.0,,Movie,R,4.3,,
12735550,8272,[35],331411,es,0.84,1994-12-02,Maité,0,1994,tt0110440,391412.0,0.0,6.0,0.0,Movie,,6.7,,
12735570,8273,"[16, 10751, 35]",537944,en,0.84,1994-06-25,It's a Digital World,0,1994,tt0238319,350000.0,109.0,16.0,,Movie,,6.8,,
12735572,8274,[12],10732,fr,6.335,1994-08-24,Revenge of the Musketeers,92,1994,tt0109798,311922.0,125.0,41.0,,Movie,R,5.8,,2 nominations
12735589,8275,[12],10448,en,7.305,1994-09-09,Rapa Nui,116,1994,tt0110944,305070.0,107.0,58.0,,Movie,R,6.4,,1 win & 1 nomination
12735612,8276,"[12, 18, 35, 10751]",79783,en,1.312,1994-11-25,Camilla,18,1994,tt0109368,250993.0,95.0,62.0,0.0,Movie,PG-13,6.1,,1 nomination
12735622,8277,"[35, 18, 10749]",19361,en,6.694,1994-09-23,Sleep with Me,73,1994,tt0111218,161410.0,86.0,101.0,18.0,Movie,R,5.7,,"Awards, 1 nomination"
12735668,8278,"[35, 80]",11546,en,12.824,1994-06-09,Police Academy: Mission to Moscow,650,1994,tt0110857,126247.0,83.0,99.0,,Movie,PG,3.6,11,
12735681,8279,"[18, 35]",88641,en,3.095,1994-09-02,There Goes My Baby,6,1994,tt0108320,123509.0,99.0,112.0,,Movie,R,6.4,,Awards1 nomination
12735702,8280,[],95636,fr,1.186,1994-01-01,Le retour des aventuriers du timbre perdu,2,1994,tt0110976,92605.0,97.0,13.0,,Movie,,5.5,,1 win.
12735737,8281,[18],103413,en,2.3810000000000002,1994-09-30,Second Best,26,1994,tt0111102,86115.0,105.0,71.0,,Movie,PG-13,6.9,,1 win & 2 nominations
12735749,8282,[18],469210,es,0.6000000000000001,1994-04-29,Wild Boys,0,1994,tt0106530,75568.0,90.0,5.0,,Movie,,6.4,,
12735764,8283,"[14, 16, 878, 10751]",35614,en,12.477,1994-10-07,A Troll in Central Park,114,1994,tt0108395,71368.0,76.0,41.0,,Movie,G,5.5,,
12735772,8284,"[10751, 35]",81828,en,2.925,1994-09-23,It Runs in the Family,18,1994,tt0110168,70936.0,85.0,75.0,,Movie,PG,5.6,,
12735801,8285,"[18, 10749, 10752]",81949,fr,3.146,1994-06-15,An Unforgettable Summer,16,1994,tt0111546,65352.0,82.0,32.0,,Movie,,7.3,,2 nominations.
12735822,8286,"[878, 28]",21947,en,2.303,1994-02-01,A.P.E.X.,16,1994,tt0109144,49601.0,98.0,10.0,,Movie,R,4.3,,"Awards, 1 nomination"
12735856,8287,"[35, 18]",115464,en,2.015,1994-11-03,Whale Music,6,1994,tt0111687,39129.0,107.0,36.0,,Movie,,7.1,,Awards4 wins & 4 nominations
12735874,8288,[35],833910,it,0.6000000000000001,1994-09-15,Ladri di cinema,0,1994,,35100.0,95.0,8.0,,,,,,
12751474,8289,[18],49932,en,2.311,1994-01-28,Whore 2,4,1994,tt0111706,14320.0,85.0,9.0,1.0,Movie,R,4.7,,
12751483,8290,[27],405909,en,0.6000000000000001,1994-04-25,Sinistre,2,1994,tt0147507,10000.0,73.0,0.0,,Movie,,7.6,,
12751488,8291,[99],673934,en,0.6000000000000001,1994-01-01,"Naji Al-Ali, An Artist With Vision",1,1994,,9000.0,52.0,,,,,,,
12752788,8292,"[35, 10749]",51804,en,2.544,1994-03-16,A Business Affair,10,1994,tt0109352,7556.0,102.0,82.0,,Movie,R,5.4,,
12752850,8293,[18],453197,ko,1.123,1994-08-06,Rosy Life,1,1994,tt0109398,3707.0,94.0,5.0,,Movie,,5.9,,4 wins & 1 nomination.
12752859,8294,"[16, 35]",899180,en,0.6000000000000001,1994-10-01,Watching TV,0,1994,tt0111673,1676.0,5.0,,,Movie,,7.0,,1 win & 1 nomination.
12752860,8295,"[35, 18]",52038,en,1.427,1994-12-24,A Man of No Importance,9,1994,tt0110455,953.0,99.0,117.0,,Movie,R,6.7,62,
12752891,8296,"[28, 35, 18, 37]",11310,en,11.113,1994-06-10,City Slickers II: The Legend of Curly's Gold,244,1994,tt0109439,43.0,116.0,93.0,,Movie,PG-13,5.6,43,2 nominations
12752913,8297,"[10751, 12, 18]",10714,en,14.282,1994-12-23,The Jungle Book,375,1994,tt0110213,43.0,111.0,106.0,,Movie,PG,6.1,63,2 nominations
12752919,8298,"[18, 10752]",19855,en,9.218,1994-11-04,The War,156,1994,tt0111667,16.0,126.0,106.0,,Movie,PG-13,6.7,,"Awards, 1 win & 3 nominations"
12752965,8299,[],659905,en,0.6000000000000001,1994-01-01,Leslie Nielsen's Bad Golf My Way,0,1994,tt0214516,14.0,46.0,21.0,,Movie,,5.8,,
12752968,8300,[18],342531,cn,0.6980000000000001,1994-04-30,Fatal Encounter,1,1994,tt0109690,5.0,90.0,10.0,,Movie,,6.4,,
12752972,8301,[35],792462,de,0.62,1994-02-09,Fascht e Familie,1,1994,,1.0,0.0,2.0,,,,,,
12759472,8302,"[18, 10770]",977121,en,0.0,1994-06-15,In The Cold Light Of Day,0,1994,tt1476016,0.0,65.0,27.0,,TVEpisode,,,,
12759492,8303,"[18, 10770]",977120,en,0.0,1994-05-25,Men Of The Month,0,1994,tt0400649,0.0,70.0,24.0,,TVEpisode,,4,,
12759516,8304,"[36, 18, 10770]",977116,en,0.0,1994-05-11,Hope In The Year Two,0,1994,tt0437229,0.0,70.0,1.0,,TVEpisode,,,,
12759524,8305,"[53, 10770]",977113,en,0.0,1994-04-27,Zinky Boys Go Underground,0,1994,tt0206455,0.0,60.0,6.0,,TVEpisode,,,,
12759544,8306,"[35, 10770]",977107,en,0.0,1994-04-20,Henri,0,1994,tt0338100,0.0,60.0,5.0,,TVEpisode,,5.9,,
12759574,8307,[],976885,zh,1.0,1994-01-02,1994年维也纳新年音乐会,0,1994,,0.0,0.0,,,,,,,
12760874,8308,[18],976821,ru,0.75,1994-06-01,Шоу для одинокого мужчины,0,1994,tt0863034,0.0,0.0,9.0,,Movie,,3,,
12760898,8309,[],976364,en,0.6000000000000001,1994-01-01,Back Home Again,0,1994,,0.0,110.0,,,,,,,
12762198,8310,[],976258,en,0.6000000000000001,1994-05-15,Il Piantone,0,1994,,0.0,14.0,,,,,,,
12763498,8311,[],975784,ja,0.6000000000000001,1994-10-15,Gokutsubushi,0,1994,,0.0,90.0,8.0,,,,,,
12779098,8312,[99],975250,en,0.6000000000000001,1994-07-08,Filmmaker for freedom,0,1994,,0.0,0.0,,0.0,,,,,
12780398,8313,[],974830,he,1.34,1994-01-01,In the Name of Love,0,1994,tt0133411,0.0,0.0,,,Movie,,,,
12780400,8314,[],974027,en,0.6000000000000001,1994-01-01,First World Order,0,1994,,0.0,28.0,,,,,,,
12781700,8315,"[99, 10402]",973969,no,0.6000000000000001,1994-10-21,Stein & stjerner,0,1994,tt0111286,0.0,84.0,0.0,,Movie,,6.9,,
12781702,8316,[35],973966,no,0.6000000000000001,1994-09-23,Bikinisesongen,0,1994,tt0179106,0.0,97.0,2.0,,Movie,,4.4,,
12781728,8317,"[18, 10770]",973925,pl,0.6000000000000001,1994-12-21,Zespół adwokacki,0,1994,tt0121046,0.0,571.0,,,TVSeries,,6,,
12781730,8318,[],973515,ja,0.6000000000000001,1994-01-02,Jingi 3,0,1994,,0.0,93.0,7.0,,,,,,
12789530,8319,[],973508,ja,0.6000000000000001,1994-01-01,Jingi 2,0,1994,,0.0,93.0,7.0,,,,,,
12798630,8320,[99],973150,de,0.6000000000000001,1994-04-22,"Vergangen, vergessen, vorüber",0,1994,tt0111606,0.0,24.0,1.0,0.0,Movie,,6.8,,
12798634,8321,"[18, 10770]",973000,pl,0.6000000000000001,1994-10-02,Jest jak jest,0,1994,tt0388607,0.0,535.0,,,TVSeries,,,,
12798636,8322,[],972992,cy,0.6000000000000001,1994-10-16,Blood Circle II,0,1994,,0.0,90.0,0.0,,,,,,
12801236,8323,[],972477,en,0.6000000000000001,1994-05-06,Plumbi Prej Plasteline,0,1994,,0.0,62.0,,,,,,,
12802536,8324,[],971246,zh,0.6000000000000001,1994-01-01,危情狂蝶,0,1994,tt0344548,0.0,0.0,,,Movie,,,,
12802538,8325,"[28, 35]",971145,en,0.6000000000000001,1994-11-19,The Invincible Kung Fu Guy,0,1994,tt0386539,0.0,23.0,0.0,,Movie,,8.6,,
12802562,8326,[],971144,fr,0.6000000000000001,1994-12-09,L'homme de mes rêves,0,1994,tt0349570,0.0,100.0,5.0,,Movie,,4,,
12802570,8327,[],971054,fr,0.6000000000000001,1994-12-03,L'île aux mômes,0,1994,tt0344607,0.0,90.0,9.0,,Movie,,6.4,,
12802578,8328,[],971048,fr,0.6000000000000001,1994-11-30,Jeanne,0,1994,tt0387321,0.0,120.0,17.0,,Movie,,,,
12802586,8329,[],970636,fr,0.6000000000000001,1994-11-11,Rendez-moi ma fille,0,1994,tt0498563,0.0,0.0,14.0,,Movie,,,,
12802594,8330,[],970631,fr,0.6000000000000001,1994-11-09,La rêverie ou le mariage de Sylvia,0,1994,tt0242828,0.0,0.0,3.0,,Movie,,,,
12802602,8331,[],970619,fr,0.6000000000000001,1994-10-22,Des enfants dans les arbres,0,1994,tt0248754,0.0,102.0,6.0,,Movie,,6.6,,"Awards, 1 nomination"
12802610,8332,[],970612,fr,0.6000000000000001,1994-10-05,Balle perdue,0,1994,tt0276801,0.0,92.0,6.0,,Movie,,6,,
12802618,8333,[],970606,fr,0.6000000000000001,1994-08-31,Le silence du coeur,0,1994,tt0386787,0.0,105.0,6.0,,Movie,,,,
12802626,8334,[],970597,fr,0.6000000000000001,1994-07-06,Deficiency,0,1994,tt0109377,0.0,91.0,0.0,,Movie,,,,
12802634,8335,[],970574,fr,0.6000000000000001,1994-03-26,Les brouches,0,1994,tt0215584,0.0,83.0,9.0,,Movie,,,,
12802642,8336,[],970494,en,0.6000000000000001,1994-12-15,Mera Punjab,0,1994,tt2202481,0.0,0.0,,,Movie,,5.5,,
12802643,8337,"[10770, 18]",970288,mk,0.6000000000000001,1994-01-01,Cursed,0,1994,tt4324484,0.0,48.0,1.0,,Movie,,,,
12802651,8338,[],970162,fa,0.6000000000000001,1994-05-03,در کمال خونسردی,0,1994,,0.0,0.0,3.0,,,,,,
12806551,8339,[],969636,en,0.6000000000000001,1994-06-22,Out for a Change,0,1994,,0.0,28.0,,,,,,,
12807851,8340,[],969475,en,0.6000000000000001,1994-03-19,A Certain Grace,0,1994,tt0136749,0.0,40.0,,,Movie,,,,"Awards, 1 win"
12807853,8341,[99],969399,fa,0.6000000000000001,1994-04-01,Holy Crime,0,1994,tt7276860,0.0,44.0,1.0,,Movie,,7.1,,
12807859,8342,[],969245,en,0.6000000000000001,1994-04-29,Images of Death: Highway of Blood,0,1994,tt0395593,0.0,80.0,,,,,,,
12807861,8343,"[35, 10402]",967085,en,0.6000000000000001,1994-01-01,There's No Business...,0,1994,tt0158269,0.0,75.0,17.0,,Movie,,8,,
12807913,8344,[18],967024,ja,0.6000000000000001,1994-01-01,Paranoid Garden,0,1994,tt18376616,0.0,60.0,,,,,,,
12807914,8345,[99],966898,en,0.6000000000000001,1994-09-15,TB4 - Run to The Hills,0,1994,tt14122116,0.0,44.0,0.0,,Movie,,,,
12807942,8346,[99],966806,en,0.6000000000000001,1994-01-01,High-Impact Hand Safety,0,1994,,0.0,18.0,,,,,,,
12809242,8347,[10770],966731,en,0.6000000000000001,1994-12-20,Missus,0,1994,tt0393483,0.0,180.0,15.0,,Movie,,6.3,,
12809256,8348,[],966155,xx,0.6000000000000001,1994-01-01,地から,0,1994,,0.0,0.0,,,,,,,
12810556,8349,[],966034,en,0.6000000000000001,1994-01-01,Don't Eat Crow,0,1994,,0.0,29.0,0.0,,,,,,
12811856,8350,[99],965854,en,0.6000000000000001,1994-01-01,A Dance the Gods Yearn to Witness,0,1994,,0.0,28.0,0.0,,,,,,
12814456,8351,[35],964677,fr,0.6000000000000001,1994-09-01,Tout baigne,1,1994,,0.0,0.0,3.0,,,,,,
12822256,8352,[35],964283,en,0.6000000000000001,1994-01-01,Bill & Willis,0,1994,,0.0,5.0,,,,,,,
12823556,8353,"[10770, 18]",964093,fr,0.6000000000000001,1994-12-16,Frères,0,1994,,0.0,0.0,,,,,,,
12824856,8354,[],963691,en,0.6000000000000001,1994-04-01,Boom-Boom,0,1994,tt0109317,0.0,0.0,,,Movie,,,,
12824858,8355,[18],963102,it,0.6000000000000001,1994-01-02,Miracoli - Storie per corti,0,1994,tt0206942,0.0,43.0,,,Movie,,6.4,,"Awards, 1 win"
12824860,8356,[18],963100,it,0.6000000000000001,1994-01-01,Antonio Mastronunzio pittore sannita,0,1994,tt5376208,0.0,13.0,,,Movie,,,,"Awards, 1 win & 1 nomination"
12824861,8357,[16],962908,en,0.6000000000000001,1994-01-01,Last Call,0,1994,,0.0,1.0,,,,,,,
12826161,8358,[99],962784,de,0.6000000000000001,1994-08-01,Frankfurt to Beijing in a Lufthansa DC-10,0,1994,,0.0,0.0,0.0,,,,,,
12831361,8359,[],961064,en,0.6000000000000001,1994-10-01,Marooned,0,1994,tt0206122,0.0,20.0,16.0,,Movie,,7.2,,"Nominated for 1 BAFTA Award, 1 win & 2 nominations total"
12831367,8360,[16],960900,en,0.6000000000000001,1994-01-01,Algorithmen,0,1994,,0.0,3.0,,,,,,,
12832667,8361,[80],960706,ja,0.6000000000000001,1994-05-09,特攻レディース　夜露死苦,0,1994,,0.0,85.0,4.0,,,,,,
12843067,8362,[],960114,en,0.6000000000000001,1994-12-30,Pizza Party Funeral,0,1994,,0.0,45.0,,,,,,,
12844367,8363,[],960113,en,0.6000000000000001,1994-12-24,Smarties Potato Incident,0,1994,,0.0,54.0,,,,,,,
12845667,8364,[99],960095,zh,1.4,1994-01-01,Sakuliu,0,1994,,0.0,75.0,0.0,,,,,,
12846967,8365,[35],959552,cs,1.4,1994-05-12,Hotýlek v srdci Evropy,0,1994,tt1555006,0.0,0.0,11.0,,Movie,,3.4,,
12846987,8366,[],959195,en,0.6000000000000001,1994-01-01,"Bluegrass, Blackmarket",0,1994,,0.0,29.0,,,,,,,
12848287,8367,[],958904,en,0.6000000000000001,1994-03-30,Nasibo,0,1994,tt2786580,0.0,0.0,,,Movie,,7.9,,
12848288,8368,"[16, 14, 27]",958900,ja,0.6000000000000001,1994-10-01,Sins of the Sisters,0,1994,tt0250736,0.0,100.0,,,Movie,Not Rated,3.5,,
12848290,8369,[],958872,en,0.6000000000000001,1994-01-01,Kain und Abel - Ein Moritat,0,1994,,0.0,10.0,,,,,,,
12849590,8370,"[53, 18]",956365,en,0.8220000000000001,1994-05-12,One Night Stand,1,1994,tt0206191,0.0,13.0,22.0,0.0,Movie,,8.6,,"Nominated for 1 BAFTA Award, 2 nominations total"
12849600,8371,[37],956217,en,0.6000000000000001,1994-04-21,Driftwood,0,1994,tt1928157,0.0,60.0,1.0,,Movie,,6.3,,
12849607,8372,[99],956088,en,0.6000000000000001,1994-01-01,Riding the Great Whale,0,1994,tt0255625,0.0,57.0,,,Movie,,,,
12849609,8373,[18],956086,fr,0.6000000000000001,1994-01-01,Rêve aveugle,0,1994,tt0256356,0.0,76.0,1.0,,Movie,,,,
