,New_ID,genre_ids,ID_Filme,original_language,popularity,release_date,title,vote_count,ano,imdb_id,revenue,runtime,actors_popularity,directors_popularity,type,contentRating,imDbRating,metacriticRating,awards
23337186,19153,"[14, 12, 10751]",68728,en,33.987,2013-03-07,Oz the Great and Powerful,5906,2013,tt1623205,491868548.0,130.0,170.0,,Movie,PG,6.3,44,6 wins & 31 nominations
23337309,19154,"[28, 12, 878]",54138,en,34.994,2013-05-05,Star Trek Into Darkness,8002,2013,tt1408101,467365246.0,132.0,359.0,,Movie,PG-13,7.7,72,Nominated for 1 Oscar7 wins & 59 nominations total
23337408,19155,"[28, 878, 12, 14]",76170,en,11.681000000000001,2013-07-23,The Wolverine,8244,2013,tt1430132,415440673.0,126.0,151.0,,Movie,PG-13,6.7,61,2 wins & 11 nominations
23337465,19156,"[28, 878, 12]",68726,en,124.898,2013-07-11,Pacific Rim,10538,2013,tt1663662,407602906.0,131.0,182.0,,Movie,PG-13,6.9,65,Nominated for 1 BAFTA Film Award7 wins & 48 nominations total
23337513,19157,"[80, 18, 35]",106646,en,179.821,2013-12-25,The Wolf of Wall Street,19716,2013,tt0993846,392000000.0,180.0,329.0,13.0,Movie,R,8.2,75,Top rated movie #141 | Nominated for 5 Oscars37 wins & 179 nominations total
23337652,19158,"[878, 12, 28, 53]",72559,en,32.233,2013-03-27,G.I. Joe: Retaliation,4861,2013,tt1583421,371876278.0,110.0,252.0,,Movie,PG-13,5.8,41,1 win & 12 nominations
23337696,19159,[35],109439,en,71.863,2013-05-23,The Hangover Part III,7376,2013,tt1951261,362000072.0,100.0,169.0,1.0,Movie,R,5.8,30,2 wins & 7 nominations
23337729,19160,"[53, 80]",75656,en,63.832,2013-05-29,Now You See Me,13658,2013,tt1670345,351723989.0,116.0,182.0,,Movie,PG-13,7.2,50,1 win & 3 nominations
23337751,19161,"[18, 10749]",64682,en,29.061,2013-05-10,The Great Gatsby,10458,2013,tt1343092,351040419.0,143.0,155.0,,Movie,PG-13,7.2,55,Won 2 Oscars50 wins & 86 nominations total
23337821,19162,"[14, 10751, 35, 16]",77931,en,34.262,2013-07-30,The Smurfs 2,1830,2013,tt2017020,347434178.0,105.0,207.0,,Movie,PG,5.3,34,8 nominations
23337937,19163,"[27, 53]",138843,en,130.295,2013-07-18,The Conjuring,9369,2013,tt1457767,319494638.0,112.0,152.0,,Movie,R,7.5,68,"Awards, 15 wins & 22 nominations"
23337999,19164,"[28, 53]",47964,en,45.954,2013-02-06,A Good Day to Die Hard,5560,2013,tt1606378,304654182.0,98.0,163.0,,Movie,R,5.3,28,5 wins & 8 nominations
23338043,19165,"[28, 878, 12, 9648]",75612,en,28.532,2013-04-10,Oblivion,9229,2013,tt1483013,286168572.0,124.0,126.0,,Movie,PG-13,7,54,1 win & 17 nominations
23338061,19166,"[878, 28, 18, 53]",68724,en,43.884,2013-08-07,Elysium,7486,2013,tt1535108,286140700.0,109.0,185.0,,Movie,R,6.6,61,1 win & 10 nominations
23338117,19167,"[16, 10751]",77950,en,28.655,2013-07-11,Turbo,2682,2013,tt1860353,282570682.0,96.0,193.0,,Movie,PG,6.4,58,Nominated for 1 BAFTA Film Award1 win & 13 nominations total
23338153,19168,"[35, 80]",138832,en,34.297,2013-08-07,We're the Millers,7493,2013,tt1723121,269994119.0,110.0,193.0,5.0,Movie,R,7,44,"Awards, 4 wins & 17 nominations"
23338249,19169,"[16, 12, 10751, 14]",116711,en,42.3,2013-05-15,Epic,2309,2013,tt0848537,268426634.0,102.0,189.0,,Movie,PG,6.6,52,"Awards, 2 wins & 21 nominations"
23338377,19170,"[28, 12, 37]",57201,en,57.944,2013-07-03,The Lone Ranger,5116,2013,tt1210819,260502115.0,149.0,288.0,,Movie,PG-13,6.4,37,Nominated for 2 Oscars5 wins & 20 nominations total
23338505,19171,"[18, 80]",168672,en,21.371,2013-12-03,American Hustle,6272,2013,tt1800241,251171807.0,138.0,235.0,,Movie,R,7.2,90,"Nominated for 10 Oscars, 70 wins & 227 nominations total"
23338541,19172,"[16, 10751, 35]",109451,en,51.469,2013-09-26,Cloudy with a Chance of Meatballs 2,2572,2013,tt1985966,248384621.0,95.0,190.0,,Movie,PG,6.3,59,"Nominated for 1 BAFTA Award, 16 nominations total"
23338574,19173,[35],109418,en,88.444,2013-07-11,Grown Ups 2,3432,2013,tt2191701,247022278.0,101.0,436.0,8.0,Movie,PG-13,5.3,19,"Awards, 5 wins & 15 nominations"
23338650,19174,"[878, 28, 12]",82700,en,39.523,2013-05-30,After Earth,5786,2013,tt1815862,243843127.0,100.0,136.0,,Movie,PG-13,4.8,33,3 wins & 8 nominations
23338682,19175,"[14, 27, 28]",60304,en,57.83,2013-01-17,Hansel & Gretel: Witch Hunters,5890,2013,tt1428538,226349749.0,88.0,166.0,3.0,Movie,R,6.1,23,3 wins & 4 nominations
23338738,19176,"[16, 10751, 12, 35]",151960,en,33.389,2013-08-09,Planes,1355,2013,tt1691917,219788712.0,91.0,139.0,,Movie,PG,5.7,39,"Awards, 5 nominations"
23338763,19177,"[28, 18, 53]",109424,en,14.582,2013-10-10,Captain Phillips,5808,2013,tt1535109,218791811.0,134.0,83.0,,Movie,PG-13,7.8,82,"Nominated for 6 Oscars, 16 wins & 154 nominations total"
23338781,19178,"[28, 18, 53]",117251,en,56.83,2013-06-27,White House Down,4016,2013,tt2334879,205366737.0,131.0,198.0,,Movie,PG-13,6.3,52,"Awards, 3 wins & 9 nominations"
23338806,19179,"[12, 10751, 14]",76285,en,43.305,2013-08-07,Percy Jackson: Sea of Monsters,4463,2013,tt1854564,199850315.0,106.0,219.0,,Movie,PG,5.8,39,3 wins & 5 nominations
23338872,19180,"[14, 28, 12, 10751]",81005,en,56.215,2013-02-27,Jack the Giant Slayer,4348,2013,tt1351685,197687603.0,114.0,179.0,0.0,Movie,PG-13,6.2,51,1 win & 4 nominations
23338970,19181,"[12, 35, 18, 14]",116745,en,28.079,2013-12-18,The Secret Life of Walter Mitty,6513,2013,tt0359950,188133322.0,114.0,176.0,,Movie,PG,7.3,54,"Awards, 5 wins & 18 nominations"
23339206,19182,"[18, 36]",76203,en,24.481,2013-10-18,12 Years a Slave,9676,2013,tt2024544,187000000.0,134.0,322.0,,Movie,R,8.1,96,Top rated movie #207 | Won 3 Oscars242 wins & 336 nominations total
23339384,19183,"[35, 80]",109431,en,25.311,2013-02-07,Identity Thief,2923,2013,tt2024432,173965010.0,111.0,155.0,1.0,Movie,R,5.7,35,"Awards, 1 win & 9 nominations"
23339423,19184,[35],109443,en,13.035,2013-12-18,Anchorman 2: The Legend Continues,2109,2013,tt1229340,173649015.0,119.0,360.0,0.0,Movie,PG-13,6.3,61,"Awards, 1 win & 23 nominations"
23339547,19185,"[28, 53]",117263,en,56.671,2013-03-20,Olympus Has Fallen,5699,2013,tt2302755,161025640.0,120.0,207.0,0.0,Movie,R,6.5,41,"Awards, 1 win & 5 nominations"
23339609,19186,"[27, 53]",91586,en,52.134,2013-09-12,Insidious: Chapter 2,3403,2013,tt2226417,161000000.0,106.0,194.0,,Movie,PG-13,6.5,40,"Awards, 16 nominations"
23339640,19187,"[28, 35, 80]",136795,en,47.395,2013-06-27,The Heat,3398,2013,tt2404463,158674180.0,117.0,177.0,3.0,Movie,R,6.6,60,"Awards, 7 wins & 16 nominations"
23339671,19188,[35],208134,en,34.362,2013-10-22,Jackass Presents: Bad Grandpa,1314,2013,tt3063516,151831537.0,92.0,45.0,10.0,Movie,R,6.5,54,"Nominated for 1 Oscar, 1 win & 10 nominations total"
23339680,19189,"[18, 28, 12, 14]",64686,en,21.843,2013-12-06,47 Ronin,3173,2013,tt1335975,150962475.0,119.0,110.0,,Movie,PG-13,6.3,28,5 nominations
23339732,19190,"[10752, 28, 18, 36]",193756,en,37.445,2013-12-24,Lone Survivor,3493,2013,tt1091191,149295601.0,121.0,129.0,4.0,Movie,R,7.5,60,"Nominated for 2 Oscars, 6 wins & 16 nominations total"
23339828,19191,"[28, 35, 80, 53]",146216,en,34.736,2013-07-18,RED 2,3412,2013,tt1821694,148100000.0,116.0,198.0,,Movie,PG-13,6.6,47,"Awards, 3 nominations"
23339888,19192,[27],132232,en,33.337,2013-01-17,Mama,3556,2013,tt2023587,146497771.0,100.0,51.0,,Movie,PG-13,6.2,57,"Awards, 11 wins & 19 nominations"
23339904,19193,[35],137093,en,16.484,2013-10-31,Last Vegas,1837,2013,tt1204975,134402450.0,105.0,115.0,,Movie,PG-13,6.6,48,"Awards, 4 wins & 1 nomination"
23339946,19194,"[28, 35, 80]",136400,en,37.2,2013-08-02,2 Guns,3460,2013,tt1272878,131940411.0,109.0,189.0,,Movie,R,6.7,55,"Awards, 3 wins"
23340040,19195,"[16, 10751, 12]",77951,en,34.877,2013-12-18,Walking with Dinosaurs,382,2013,tt1762399,126546518.0,87.0,132.0,,Movie,PG,5.2,37,2 nominations
23340066,19196,"[28, 35]",109414,en,29.677,2013-06-12,This Is the End,5393,2013,tt1245492,126041322.0,107.0,287.0,0.0,Movie,R,6.6,67,"Awards, 10 wins & 22 nominations"
23340190,19197,"[878, 28, 12]",80274,en,32.652,2013-10-24,Ender's Game,4951,2013,tt1731141,125537191.0,114.0,149.0,2.0,Movie,PG-13,6.6,51,1 win & 6 nominations
23340246,19198,"[28, 53]",107846,en,25.778,2013-10-09,Escape Plan,4310,2013,tt1211956,122915111.0,115.0,147.0,3.0,Movie,R,6.7,49,"Awards, 2 nominations"
23340312,19199,"[18, 53, 80]",146233,en,38.813,2013-09-18,Prisoners,9240,2013,tt1392214,122126687.0,153.0,194.0,,Movie,R,8.1,70,"Top rated movie #172 | Nominated for 1 Oscar, 10 wins & 38 nominations total"
23340380,19200,"[10751, 18, 16, 10752, 36, 10749]",149870,ja,35.43,2013-07-20,The Wind Rises,2236,2013,tt2013293,117932401.0,126.0,30.0,6.0,Movie,PG-13,7.7,83,"Nominated for 1 Oscar, 26 wins & 54 nominations total"
23340392,19201,"[27, 35, 10749]",82654,en,29.104,2013-01-31,Warm Bodies,5401,2013,tt1588173,116980662.0,97.0,113.0,,Movie,PG-13,6.8,60,2 wins & 10 nominations
23340468,19202,"[10749, 18]",191421,zh,5.542,2013-04-25,So Young,77,2013,tt2765340,116000000.0,131.0,45.0,,Movie,,6.4,,"Awards, 27 wins & 49 nominations"
23340480,19203,[18],132363,en,11.648,2013-08-16,The Butler,2553,2013,tt1327773,115922175.0,132.0,189.0,,Movie,PG-13,7.2,65,"Nominated for 2 BAFTA Awards, 16 wins & 55 nominations total"
23340552,19204,"[35, 18, 36]",140823,en,13.474,2013-11-29,Saving Mr. Banks,2872,2013,tt2140373,112544580.0,125.0,173.0,,Movie,PG-13,7.5,65,"Nominated for 1 Oscar, 13 wins & 74 nominations total"
23340586,19205,"[16, 35, 10751]",175574,en,24.517,2013-10-30,Free Birds,632,2013,tt1621039,110000000.0,91.0,129.0,,Movie,PG,5.8,38,"Awards, 2 nominations"
23340603,19206,"[80, 18, 28, 53]",82682,en,12.333,2013-01-10,Gangster Squad,3480,2013,tt1321870,105200903.0,113.0,337.0,,Movie,R,6.7,40,5 nominations
23340999,19207,[18],205220,en,8.827,2013-11-01,Philomena,1356,2013,tt2431286,100129872.0,98.0,119.0,,Movie,PG-13,7.6,77,"Nominated for 4 Oscars, 33 wins & 86 nominations total"
23341038,19208,[18],160588,en,14.303,2013-08-01,Blue Jasmine,2954,2013,tt2334873,99206215.0,99.0,134.0,,Movie,PG-13,7.3,78,"Won 1 Oscar, 56 wins & 82 nominations total"
23341083,19209,"[35, 18]",211954,es,23.34,2013-07-20,Instructions Not Included,711,2013,tt2378281,99067206.0,122.0,50.0,,Movie,PG-13,7.5,55,"Awards, 5 wins & 2 nominations"
23341132,19210,"[28, 80, 14, 12]",217923,zh,11.449,2013-09-27,Young Detective Dee: Rise of the Sea Dragon,214,2013,tt2992146,98774891.0,133.0,59.0,,Movie,Not Rated,6.4,,"Awards, 7 wins & 30 nominations"
23341188,19211,"[878, 28, 53]",87421,en,55.417,2013-09-02,Riddick,3433,2013,tt1411250,98337295.0,119.0,141.0,,Movie,R,6.4,49,"Awards, 2 nominations"
23341222,19212,"[10749, 53]",112949,en,10.359,2013-02-07,Safe Haven,2059,2013,tt1702439,97594140.0,115.0,57.0,,Movie,PG-13,6.6,34,"Awards, 3 wins & 7 nominations"
23341257,19213,[27],109428,en,38.774,2013-04-05,Evil Dead,3640,2013,tt1288558,97542952.0,91.0,51.0,,Movie,R,6.4,57,"Awards, 6 wins & 19 nominations"
23341289,19214,"[14, 28, 9648]",123553,en,139.93,2013-08-21,The Mortal Instruments: City of Bones,3999,2013,tt1538403,95396573.0,130.0,147.0,,Movie,PG-13,5.8,33,"Awards, 6 wins & 11 nominations"
23341318,19215,[18],109410,en,18.253,2013-04-12,42,1480,2013,tt0453562,95020213.0,128.0,175.0,0.0,Movie,PG-13,7.5,62,"Awards, 3 wins & 21 nominations"
23341482,19216,"[28, 80, 53]",44977,hi,7.382,2013-12-19,Dhoom 3,215,2013,tt1833673,91000000.0,172.0,30.0,,Movie,Not Rated,5.4,61,20 wins & 18 nominations
23341508,19217,"[18, 28]",96721,en,26.76,2013-09-02,Rush,5891,2013,tt1979320,90247624.0,123.0,161.0,,Movie,R,8.1,74,"Top rated movie #216 | Won 1 BAFTA Award, 6 wins & 65 nominations total"
23341586,19218,"[878, 27, 53]",158015,en,71.023,2013-05-31,The Purge,7186,2013,tt2184339,89328627.0,86.0,81.0,,Movie,R,5.7,41,"Awards, 2 wins & 6 nominations"
23341612,19219,[18],196325,zh,4.736,2013-05-18,American Dreams in China,80,2013,tt2278392,88000000.0,112.0,13.0,,Movie,,7,,"Awards, 31 wins & 32 nominations"
23341617,19220,"[80, 28, 35]",134374,en,61.073,2013-04-18,Pain & Gain,3733,2013,tt1980209,87305549.0,130.0,260.0,,Movie,R,6.4,45,"Awards, 4 nominations"
23341651,19221,"[18, 10749, 14]",122906,en,33.954,2013-09-04,About Time,6908,2013,tt2194499,87100449.0,123.0,166.0,,Movie,R,7.8,55,"Awards, 3 wins & 9 nominations"
23341682,19222,"[28, 878, 18]",110415,ko,50.121,2013-08-01,Snowpiercer,8065,2013,tt1706620,86758912.0,127.0,165.0,0.0,Movie,R,7.1,84,"Awards, 34 wins & 105 nominations"
23341726,19223,"[10752, 18]",248087,ja,2.811,2013-12-20,The Eternal Zero,37,2013,tt2404217,84500000.0,144.0,41.0,,Movie,,7.2,,"Awards, 10 wins & 4 nominations"
23341740,19224,"[18, 27]",133805,en,29.922,2013-10-16,Carrie,3836,2013,tt1939659,82394288.0,100.0,161.0,,Movie,R,5.8,53,"Awards, 6 wins & 7 nominations"
23341767,19225,"[35, 10749]",188183,zh,4.893,2013-03-20,Finding Mr. Right,70,2013,tt2169322,81350000.0,123.0,34.0,,Movie,PG-13,6.5,50,"Awards, 16 wins & 21 nominations"
23341781,19226,"[28, 80, 18]",219572,zh,10.026,2013-12-24,Police Story: Lockdown,259,2013,tt2599716,81170000.0,108.0,82.0,,Movie,Not Rated,5.9,44,"Awards, 1 win & 2 nominations"
23341802,19227,[35],4258,en,81.924,2013-04-11,Scary Movie 5,2311,2013,tt0795461,78378744.0,86.0,197.0,0.0,Movie,PG-13,3.6,11,5 nominations
23341950,19228,[18],203833,en,17.141,2013-11-08,The Book Thief,3821,2013,tt0816442,76586316.0,131.0,83.0,,Movie,PG-13,7.5,53,"Nominated for 1 Oscar, 9 wins & 17 nominations total"
23342020,19229,"[35, 18]",152737,en,11.274000000000001,2013-12-26,August: Osage County,1224,2013,tt1322269,74188937.0,121.0,147.0,,Movie,R,7.2,58,"Nominated for 2 Oscars, 16 wins & 66 nominations total"
23342060,19230,[35],146304,en,7.377,2013-11-15,The Best Man Holiday,213,2013,tt2083355,71625195.0,123.0,95.0,,Movie,R,6.6,59,"Awards, 3 wins & 15 nominations"
23342073,19231,"[53, 80, 18]",109091,en,15.32,2013-10-25,The Counselor,1553,2013,tt2193215,71009334.0,117.0,221.0,,Movie,R,5.4,48,"Awards, 5 wins & 3 nominations"
23342117,19232,"[80, 53]",158011,en,30.561,2013-03-14,The Call,2510,2013,tt1911644,68572378.0,94.0,109.0,,Movie,R,6.7,51,"Awards, 1 win & 11 nominations"
23342160,19233,"[99, 10402]",164558,en,15.465,2013-08-29,One Direction: This Is Us,903,2013,tt2515086,68500000.0,92.0,50.0,8.0,Movie,PG,4.4,49,1 nomination
23342172,19234,"[10752, 28, 18]",203793,ru,0.68,2013-10-09,Stalingrad,275,2013,tt1966566,68129518.0,131.0,46.0,,Movie,R,5.6,49,"Awards, 9 wins & 13 nominations"
23342213,19235,"[10751, 14, 16, 12]",202575,en,16.775,2013-12-24,The House of Magic,284,2013,tt3148834,64197205.0,85.0,45.0,,Movie,Not Rated,6.2,47,"Awards, 1 nomination"
23342235,19236,"[28, 18, 36]",44865,zh,20.983,2013-01-10,The Grandmaster,675,2013,tt1462900,64076736.0,130.0,96.0,3.0,Movie,PG-13,6.6,73,Nominated for 2 Oscars68 wins & 72 nominations total
23342311,19237,"[35, 10402, 10749, 18]",198277,en,12.716,2013-09-07,Begin Again,3260,2013,tt1980929,63464861.0,104.0,147.0,,Movie,R,7.4,62,"Nominated for 1 Oscar, 5 wins & 18 nominations total"
23342359,19238,"[53, 80, 18]",109421,en,9.768,2013-02-07,Side Effects,2634,2013,tt2053463,63372757.0,106.0,176.0,,Movie,R,7.1,75,"Awards, 5 nominations"
23342440,19239,"[28, 12, 10749, 878, 53]",72710,en,49.216,2013-03-22,The Host,3557,2013,tt1517260,63327201.0,125.0,165.0,,Movie,PG-13,5.9,35,1 win & 2 nominations
23342512,19240,"[80, 53, 18]",146238,en,13.829,2013-09-24,Runner Runner,1057,2013,tt2364841,62616646.0,91.0,108.0,,Movie,R,5.6,36,"Awards, 2 nominations"
23342532,19241,"[10749, 35, 28]",205022,hi,7.961,2013-08-08,Chennai Express,244,2013,tt2112124,62000000.0,141.0,30.0,0.0,Movie,Not Rated,6,45,"Awards, 32 wins & 55 nominations"
23342545,19242,"[14, 28, 35, 80]",49524,en,39.985,2013-07-18,R.I.P.D.,3227,2013,tt0790736,61648500.0,96.0,148.0,,Movie,PG-13,5.6,25,
23342631,19243,"[28, 12, 80]",59859,en,48.703,2013-07-17,Kick-Ass 2,5276,2013,tt1650554,60700000.0,103.0,225.0,,Movie,R,6.5,41,1 win & 9 nominations
23342715,19244,"[35, 27]",139038,en,64.206,2013-01-11,A Haunted House,1429,2013,tt2243537,60141683.0,86.0,63.0,,Movie,R,5,20,"Awards, 1 win & 1 nomination"
23342731,19245,"[14, 18, 10749]",109491,en,18.815,2013-02-13,Beautiful Creatures,2552,2013,tt1559547,60052138.0,124.0,164.0,,Movie,PG-13,6.1,52,"Awards, 9 nominations"
23342777,19246,"[12, 18, 36]",169881,en,15.811,2013-12-25,The Physician,898,2013,tt2101473,57284237.0,155.0,76.0,,Movie,R,7.2,,"Awards, 5 nominations"
23342803,19247,"[18, 36]",152532,en,16.184,2013-11-01,Dallas Buyers Club,7318,2013,tt0790636,55736588.0,117.0,162.0,,Movie,R,7.9,79,"Won 3 Oscars, 84 wins & 87 nominations total"
23342879,19248,"[35, 18]",175555,en,6.506,2013-12-13,A Madea Christmas,109,2013,tt2609758,53396354.0,100.0,62.0,,Movie,PG-13,4.8,28,"Awards, 1 win & 6 nominations"
23342894,19249,[35],146239,en,17.632,2013-10-10,Delivery Man,1225,2013,tt2387559,51164106.0,105.0,136.0,,Movie,PG-13,6.3,44,
23342948,19250,"[28, 53]",117319,ta,4.331,2013-01-25,Vishwaroopam,68,2013,tt2199711,51000000.0,147.0,17.0,0.0,Movie,Not Rated,7.9,,"Awards, 8 wins & 12 nominations"
23342968,19251,"[16, 28, 878]",126963,ja,161.769,2013-03-30,Dragon Ball Z: Battle of Gods,1212,2013,tt2263944,50461371.0,85.0,67.0,,Movie,TV-PG,7.1,,"Awards, 7 wins & 4 nominations"
23342991,19252,"[28, 53]",160704,ko,10.212,2013-01-30,The Berlin File,156,2013,tt2357377,48965210.0,120.0,70.0,3.0,Movie,Not Rated,6.6,54,"Awards, 10 wins & 8 nominations"
23343042,19253,[35],107811,en,16.555,2013-03-01,21 & Over,1322,2013,tt1711425,48065672.0,93.0,49.0,,Movie,R,5.8,34,"Awards, 1 win & 1 nomination"
23343057,19254,"[10749, 878, 18]",152601,en,25.419,2013-12-18,Her,12088,2013,tt1798709,47351251.0,126.0,182.0,10.0,Movie,R,8,91,"Won 1 Oscar, 83 wins & 186 nominations total"
23343093,19255,"[35, 28, 80]",202220,zh,9.78,2013-06-21,Badges of Fury,88,2013,tt2644714,46495296.0,98.0,72.0,,Movie,Not Rated,4.5,,
23343110,19256,"[28, 80]",119283,en,48.586,2013-01-23,Parker,2581,2013,tt1904996,46216641.0,118.0,150.0,,Movie,R,6.2,42,"Awards, 1 nomination"
23343144,19257,"[35, 28, 878]",107985,en,20.945,2013-07-18,The World's End,4483,2013,tt1213663,46089287.0,109.0,194.0,9.0,Movie,R,6.9,81,"Awards, 4 wins & 28 nominations"
23343258,19258,"[10749, 35, 10402]",185008,hi,6.257,2013-05-31,Yeh Jawaani Hai Deewani,191,2013,tt2178470,46000000.0,160.0,22.0,,Movie,Not Rated,7.2,,"Awards, 24 wins & 92 nominations"
23343272,19259,[35],64807,en,15.212,2013-12-25,Grudge Match,1067,2013,tt1661382,44907260.0,113.0,167.0,,Movie,PG-13,6.4,35,1 win & 1 nomination
23343346,19260,[27],157547,en,33.377,2013-09-08,Oculus,2465,2013,tt2388715,44459951.0,104.0,123.0,,Movie,R,6.5,61,"Awards, 3 wins & 17 nominations"
23343368,19261,"[35, 28]",195300,zh,2.714,2013-03-29,"The Chef, The Actor, The Scoundrel",28,2013,tt2645044,44400000.0,108.0,24.0,,Movie,Not Rated,5.6,,"Awards, 2 wins & 10 nominations"
23343382,19262,"[16, 28, 12, 10751]",230222,en,13.677,2013-10-17,Tarzan,505,2013,tt1705952,44095996.0,94.0,65.0,,Movie,PG,4.8,,"Awards, 2 nominations"
23343404,19263,[35],116741,en,1.029,2013-06-07,The Internship,3619,2013,tt2234155,44000000.0,119.0,246.0,,Movie,PG-13,6.3,42,"Awards, 2 nominations"
23343520,19264,"[28, 53]",204082,en,29.46,2013-11-12,Homefront,2837,2013,tt2312718,43058898.0,100.0,187.0,,Movie,R,6.5,40,"Awards, 1 nomination"
23343553,19265,"[53, 18, 28]",134411,en,20.78,2013-02-21,Snitch,2025,2013,tt0882977,42930462.0,112.0,135.0,,Movie,PG-13,6.4,51,"Awards, 1 nomination"
23343583,19266,"[80, 35, 28]",112205,en,23.642,2013-09-13,The Family,2522,2013,tt2404311,36894225.0,111.0,178.0,2.0,Movie,R,6.3,42,"Awards, 1 win & 1 nomination"
23343706,19267,"[18, 36]",115782,en,12.699,2013-08-16,Jobs,2130,2013,tt2357129,35931410.0,128.0,214.0,,Movie,PG-13,6,44,"Awards, 2 nominations"
23343752,19268,"[18, 80]",97367,en,16.988,2013-03-14,The Place Beyond the Pines,4099,2013,tt1817273,35485608.0,140.0,149.0,,Movie,R,7.3,68,"Awards, 5 wins & 22 nominations"
23343816,19269,"[53, 80, 18]",98357,en,23.109,2013-01-18,Broken City,1217,2013,tt1235522,34737199.0,109.0,193.0,,Movie,R,6.1,49,"Awards, 1 win"
23343886,19270,"[16, 12, 10749]",153158,es,27.673000000000002,2013-07-18,Underdogs,345,2013,tt1634003,34061097.0,106.0,8.0,2.0,Movie,PG,6.4,38,"Awards, 8 wins & 6 nominations"
23343901,19271,"[18, 10402]",86829,en,13.094,2013-10-13,Inside Llewyn Davis,2200,2013,tt2042568,32935319.0,104.0,119.0,,Movie,R,7.5,93,Nominated for 2 Oscars46 wins & 174 nominations total
23343953,19272,[35],87818,en,49.308,2013-01-01,Movie 43,1907,2013,tt1333125,32438988.0,90.0,535.0,0.0,Movie,R,4.3,18,"Awards, 4 wins & 5 nominations"
23344165,19273,"[28, 12, 16, 10751]",227679,ja,20.48,2013-07-13,Pokémon the Movie: Genesect and the Legend Awakened,115,2013,tt3257582,32300000.0,72.0,60.0,,Movie,,5.4,,
23344185,19274,"[35, 99]",181330,en,8.48,2013-07-03,Kevin Hart: Let Me Explain,178,2013,tt2609912,32230907.0,74.0,16.0,,Movie,R,6.6,53,"Awards, 1 win & 1 nomination"
23344192,19275,"[18, 10749]",235984,hi,7.661,2013-11-14,Goliyon Ki Raasleela Ram-Leela,145,2013,tt2215477,32000000.0,155.0,21.0,,Movie,Not Rated,6.4,,"Awards, 32 wins & 82 nominations"
23344203,19276,"[18, 80]",122081,en,16.702,2013-01-24,Spring Breakers,3391,2013,tt2101441,31724284.0,94.0,64.0,,Movie,R,5.3,63,"Awards, 10 wins & 36 nominations"
23344238,19277,"[16, 12, 10751]",140870,fr,19.283,2013-11-17,Minuscule: Valley of the Lost Ants,343,2013,tt2368672,30000000.0,89.0,0.0,,Movie,Not Rated,7.1,,"Awards, 4 wins & 5 nominations"
23344240,19278,[18],184155,ru,2.93,2013-04-17,Legend No. 17,99,2013,tt2182001,29523237.0,134.0,29.0,0.0,Movie,PG-13,7.4,,"Awards, 14 wins & 10 nominations"
23344292,19279,"[35, 10749]",150117,en,16.246,2013-02-08,I Give It a Year,635,2013,tt2244901,29128433.0,97.0,130.0,,Movie,R,5.7,50,"Awards, 1 win & 1 nomination"
23344346,19280,"[18, 12]",129670,en,8.627,2013-09-21,Nebraska,1446,2013,tt1821549,27682872.0,115.0,43.0,,Movie,R,7.7,87,"Nominated for 6 Oscars, 29 wins & 169 nominations total"
23344387,19281,[35],124459,en,9.913,2013-03-14,The Incredible Burt Wonderstone,1212,2013,tt0790628,27437881.0,100.0,168.0,,Movie,PG-13,5.9,44,"Awards, 1 win & 4 nominations"
23344487,19282,"[18, 36]",192136,en,7.974,2013-11-28,Mandela: Long Walk to Freedom,443,2013,tt2304771,27333835.0,141.0,40.0,,Movie,PG-13,7.1,60,"Nominated for 1 Oscar, 13 wins & 36 nominations total"
23344503,19283,"[16, 12, 10751]",172391,en,17.323,2013-07-18,Khumba,210,2013,tt1487931,27187375.0,85.0,147.0,,Movie,Not Rated,5.6,40,"Awards, 4 wins & 3 nominations"
23344541,19284,"[35, 18, 10749]",209263,en,9.242,2013-09-18,Enough Said,659,2013,tt2390361,25288872.0,93.0,89.0,,Movie,PG-13,7,78,"Awards, 8 wins & 38 nominations"
23344569,19285,"[878, 53, 27]",145135,en,22.341,2013-02-21,Dark Skies,1478,2013,tt2387433,25174316.0,97.0,82.0,,Movie,PG-13,6.3,50,
23344597,19286,"[36, 28, 18]",206324,hi,5.941,2013-07-12,Bhaag Milkha Bhaag,188,2013,tt2356180,25000000.0,186.0,27.0,,Movie,Not Rated,8.2,,"Awards, 52 wins & 45 nominations"
23344612,19287,"[16, 18, 14]",149871,ja,15.945,2013-11-23,The Tale of The Princess Kaguya,1323,2013,tt2576852,24366656.0,137.0,29.0,,Movie,PG,8,89,"Nominated for 1 Oscar, 13 wins & 38 nominations total"
23344630,19288,"[53, 80, 18, 9648]",68727,en,15.409,2013-03-27,Trance,1855,2013,tt1924429,24261569.0,101.0,85.0,,Movie,R,6.9,61,3 wins & 3 nominations
23344672,19289,"[18, 36]",127560,en,8.872,2013-12-02,The Railway Man,606,2013,tt2058107,24174885.0,116.0,95.0,,Movie,R,7.1,59,"Awards, 7 wins & 20 nominations"
23344707,19290,[18],179144,it,11.818,2013-05-21,The Great Beauty,2640,2013,tt2358891,24164400.0,142.0,76.0,,Movie,Not Rated,7.7,86,"Won 1 Oscar, 60 wins & 77 nominations total"
